"artist_name","track_name","release_date","genre","lyrics"
"The Specials","The Boiler","2000","Ska","I went out shopping last Saturday I was getting some gear and this guy offered to pay Who's the hunk? I think to myself For so many years I've been left on the shelf An old boiler Then we went walking back down the high street And I felt so proud because he looked so neat He was a real hard man tough as they come He said I was cool but I still felt like An old boiler He bid me ""Come out"" how could I say no? He said ""Meet me at eight round my place you know"" With my new gear on and a blow dried hair-do But in my mind I knew I was sill An old boiler We danced all night long to a nice steady beat But my hair went to frizz in the terrible heat My mascara ran and so did my tights Confirming in my sight I must be An old boiler So we came out this club hot and sweaty Because we'd been dancing all night And he says to me ""Well babe what you doing then?"" ""Well I think I might get a cab"" I said casually ""Nah nah come back to my place I only live just round the corner You can go home in the morning yeah?"" ""Well I don't think so I've only known you a day It' a bit soon innit Give me a ring sometime yeah?"" But then he starts to get mad ""Listen here girl I bought that gear you got on I paid you in here tonight I bought you all them drinks and you wanna go home I should bleedin coco"" And then he stormed off Well I felt a right mug well you would wouldn't you So I ran after him caught him up And here we are walking down this street about a hundred miles per hour Arm in arm no talking atmosphere you could have cut with a knife There's no-one about nothing to take your mind off it you know No cars not even the occasional stray animal It was cold and the wind's whistling through the trees Blowing newspapers against my legs so I tripped as I tried to keep up with him And there was all these little alleyways and railway bridges the stink of piss The all of a sudden he grabbed hold of my arm And he starts to drag me up one of these alleyways Then he starts to hit me really hard across the face you know He was hitting me and grabbing at me It was awful because he was like so big Hitting me he was and tearing at my clothes There was nothing I could do honest I was helpless And then he tried to rape me and there was nothing I could do honest All I could do was scream... NO!!!!!!!"
"The Specials","Concrete Jungle","1979","Ska","(You're going home in a fucking ambulance) (You're gonna get your fucking heads kicked in) (You're going home in a fucking ambulance)  I'm going out tonight I don't know if I'll be alright Everyone wants to hurt me Baby danger in the city I have to carry a knife Because there's people threatening my life I can't dress just the way I want I'm being chased by the National Front  Concrete jungle animals are after me Concrete jungle it ain't safe on the streets Concrete jungle glad I got my mates with me  I won't fight for a cause Don't want to change the law Leave me alone just leave me alone I want to get out on my own I'm walking home tonight I only walk where there's lots of lights In the alleys and the doorways Some throw a bottle right in your face  Concrete jungle animals are after me Concrete jungle it ain't safe on the streets Concrete jungle glad I got my mates with me   I'm walking home tonight I only walk where there's lots of lights In the alleys and the doorways Some throw a bottle right at your face I won't fight for a cause I don't want to change the law Leave me alone just leave me alone I want to get out on my own  Concrete jungle animals are after me Concrete jungle it ain't safe on the streets Concrete jungle glad I got my mates with me"
"The Specials","Rat Race","1980","Ska","You're working at your leisure to learn the things you'll need The promises you make tomorrow will carry no guarantee I've seen your qualifications you've got a Ph.D I've got one art O level it did nothing for me Working for the rat race You know you're wasting your time Working for the rat race You're no friend of mine You plan your conversation to impress the college bar Just talking about your mother and daddy's Jaguar Wear your political t-shirt and sacred college scarf Discussing the world's situation but just for a laugh You'll be working for the rat race You know you're wasting your time Working for the rat race You're no friend of mine Working for the rat race You know you're wasting your time Working for the rat race You're no friend of mine Just working at your leisure to learn the things you won't need The promises you make tomorrow will carry no guarantee I've seen your qualifications you've got a Ph.D I've got an art O level it did nothing for me Working for the rat race You know you're wasting your time Working for the rat race You're no friend of mine"
"The Specials","Little Bitch","1979","Ska","One two! One two!  If you ever hear a noise in the night Your body starts to sweat It shakes and shivers in fright You go and sleep with your mother She hates your guts She knows that you love her So she holds you tight All through the night in to the broad daylight And when she doesn't come home You'll have to sleep alone Then you wet your bed and I think that's sad For a girl of nineteen it's more than sad it's obscene!  One two!  And your girlfriend sweet little seventeen She's got her layered hair and her flared jeans You know what that means she's just a little queen She shares your London flat She thinks that London's where it's at Although it stinks and when it rains you wear your hat And your plum-coloured PVC wet— look Maxi Mac You tie your ginger hair back in a bun You're the ugliest creature under the sun!  One two! Go!   One two!  And you think it's about time that you died and I agree So you decide on suicide You tried but you never quite carried it out You only wanted to die in order to show off And if you think you're gonna bleed all over me You're even wronger than you'd normally be And the only things you want to see are kitsch And the only thing you want to be is rich Your little pink up-pointed nose begins to twitch I know you know you're just a little bitch!  One two!"
"The Specials","Do Nothing","1980","Ska","Each day I walk along this lonely street Trying to find find a future New pair of shoes are on my feet Cause fashion is my only culture  Nothing ever change oh no Nothing ever change  People say to me just be yourself It makes no sense to follow fashion How could I be anybody else? I don't try I've got no reason  Nothing ever change oh no Nothing ever change  I'm just living in a life without meaning I walk and walk do nothing I'm just living in a life without feeling I talk and talk say nothing  Nothing ever change oh no Nothing ever change  I walk along this same old lonely street Still trying to find find a reason Policeman comes and smacks me in the teeth I don't complain it's not my function  Nothing ever change oh no Nothing ever change  They're just living in a life without meaning I walk and walk do nothing They're just playing in a life without thinking They talk and talk say nothing I'm just living in a life without feeling I walk and walk I'm dreaming I'm just living in a life without feeling I talk and talk say nothing I'm just living in a life without meaning I walk and walk do nothing"
"Madness","Our House","1982","Ska","Father wears his Sunday best Mother's tired she needs a rest the kids are playing up downstairs Sister's sighing in her sleep (Oh-oh-oh-oh) Brother's got a date to keep he can't hang around  Our house in the middle of our street Our house in the middle of our—  Our house it has a crowd There's always something happening and it's usually quite loud Our mum she's so house-proud Nothing ever slows her down and a mess is not allowed  Our house in the middle of our street Our house in the middle of our— Our house in the middle of our street Our house in the middle of our— (Something tells you that you've got to move away from it)  Father gets up late for work Mother has to iron his shirt then she sends the kids to school Sees them off with a small kiss (Oh-oh-oh-oh) She's the one they're going to miss in lots of ways   Our house in the middle of our street Our house in the middle of our—  I remember way back then when everything was true and when We would have such a very good time Such a fine time such a happy time And I remember how we'd play simply waste the day away Then we'd say nothing would come between us Two dreamers  Father wears his Sunday best Mother's tired she needs a rest the kids are playing up downstairs Sister's sighing in her sleep Brother's got a date to keep he can't hang around  Our house in the middle of our street Our house in the middle of our street Our house in the middle of our street Our house in the middle of our—  Our house was our castle and our keep Our house in the middle of our street Our house that was where we used to sleep Our house in the middle of our street Our house in the middle of our street Our house in the middle of our—"
"Madness","House of Fun","1982","Ska","Good morning miss Can I help you son? Sixteen today And up for fun I'm a big boy now Or so they say So if you'll serve I'll be on my way  Box of balloons With the feather-light touch Pack of party-poppers That pop in the night A toothbrush and hairspray Plastic grin Miss Clay on all corners Has just walked in  Welcome to the House of Fun Now I've come of age Welcome to the House of Fun Welcome to the lion's den Temptation's on his way Welcome to the House of  N-n-n-n-n-n-no no miss You misunderstood Sixteen big boy Full pint in my manhood I'm up to date And the date's today So if you'll serve I'll be on my way  Welcome to the House of Fun Now I've come of age Welcome to the lion's den Temptation's on his way Welcome to the House of Fun  I'm sorry son But we don't stock Party gimmicks In this shop Try the House of Fun It's quicker if you run This is a chemist's Not a joke shop!  Party hats Simple enough clear Comprehende savez understand Do you hear? A pack of party hats With the coloured tips Too late! Gorgon's heard gossip Well hello Joe hello Miss Clay Many happy returns from the day  Welcome to the House of Fun Now I've come of age Welcome to the House of Fun Welcome to the lion's den Temptation's on his way Welcome to the House of Fun Welcome to the House of Fun Now I've come of age Welcome to the House of Fun Welcome to the lion's den Temptation's on his way Welcome to the House of Fun Welcome to the House of Fun Now I've come of age Welcome to the House of"
"Madness","It Must Be Love","1981","Ska","I never thought I'd miss you Half as much as I do And I never thought I'd feel this way The way I feel about you  As soon as I wake up every night every day I know that it's you I need to take the blues away  It must be love love love It must be love love love Nothing more nothing less Love is the best  How can it be that we can Say so much without words? Bless you and bless me Bless the bees and the birds  I've got to be near you every night every day I couldn't be happy any other way  It must be love love love It must be love love love Nothing more nothing less Love is the best  As soon as I wake up every night every day I know that it's you I need to take the blues away  It must be love love love It must be love love love Nothing more nothing less Love is the best It must be love love love It must be love love love It must be love love love It must be love love love Nothing more nothing less Love is the best"
"Madness","Baggy Trousers","1980","Ska","Naughty boys in nasty schools Headmaster’s breaking all the rules Having fun and playing fools Smashing up the woodwork tools All the teachers in the pub Passing 'round the ready-rub Trying not to think of when The lunchtime bell will ring again  Oh what fun we had But did it really turn out bad? All I learnt at school Was how to bend not break the rules Oh what fun we had But at the time it seemed so bad Trying different ways To make a difference to  The headmaster’s had enough today All the kids have gone away Gone to fight with next door’s school Every term that is the rule Sits alone and bends his cane Same old backsides again All the small ones tell tall tales Walking home and squashing snails  Oh what fun we had But did it really turn out bad? All I learnt at school Was how to bend not break the rules Oh what fun we had But at the time it seemed so bad Trying different ways To make a difference to the days  Lots of girls and lots of boys Lots of smells and lots of noise Playing football in the park Kicking pushbikes after dark Baggy trousers dirty shirt Pulling hair and eating dirt Teacher comes to break it up Back of the head with a plastic cup  Oh what fun we had But did it really turn out bad? All I learnt at school Was how to bend not break the rules Oh what fun we had But at the time it seemed so bad Trying different ways To make a difference to the days  Baggy trousers Baggy trousers Baggy trousers Baggy trousers Baggy trousers Baggy trousers Baggy trousers Baggy trousers Baggy trousers Baggy trousers Baggy trousers Baggy trousers Baggy trousers Baggy trousers Baggy trousers Baggy trousers Baggy trousers Baggy trousers"
"Madness","One Step Beyond","1979","Ska","(Hey you don't watch that watch this! This is the heavy heavy monster sound The nuttiest sound around So if you've come in off the street And you're beginning to feel the heat Well listen buster You better start to move your feet To the rockin'est rocksteady beat Of Madness One step beyond!) (One step beyond!...)"
"Madness","Driving in My Car","1982","Ska","I've been driving in my car It's not quite a Jaguar I bought it in Primrose Hill From a bloke from Brazil It was made in fifty-nine In a factory by the Tyne It says 'Morris' on the door The GPO owned it before I drive in it for my job The governor calls me a slob But I don't really care Give me some gas and the open air It's a bit old but it's mine I mend it in my spare time Just last week I changed the oil The rocker valves and the coil Just last week I changed the oil Last week it went 'round the clock I also had a little knock I dented somebody's fender He learnt not to park on a bender Ha ha ha I've been driving in my car It don't look much but I've been far I drive up to Muswell Hill I've even been to Selsey Bill I drove along the A45 I had her up to fifty-eight This copper stopped me the other day You're mistaken what could I say? The tyres were a little worn They were OK I could have sworn I like driving in my car I'm satisfied I've got this far I like driving in my car It don't look much but I've been far I like driving in my car Even with a flat tyre I like driving in my car It's not quite a Jaguar I like driving in my car I'm satisfied I've got this far"
"Madness","Night Boat to Cairo","1979","Ska","(Night boat to Cairo)  It's just gone noon half past monsoon On the banks of the river Nile Here comes the boat only half-afloat Oarsman grins a toothless smile Only just one more to this desolate shore Last boat along the river Nile Doesn't seem to care no more wind in his hair As he reaches his last half mile The oar snaps in his hand before he reaches dry land But the sound doesn't dampen his smile Just pokes at wet sand with an oar in his hand  Floats off down the river Nile Floats off down the river Nile  All aboard Night boat to Cairo Night boat to Cairo"
"Madness","My Girl","1979","Ska","My girl's mad at me I didn't wanna see the film tonight I found it hard to say She thought I'd had enough of her  Why can't she see She's lovely to me? But I like to stay in And watch TV on my own Every now and then  My girl's mad at me Been on the telephone for an hour We hardly said a word I tried and tried but I could not be heard  Why can't I explain? Why do I feel this pain? 'Cause everything I say She doesn't understand She doesn't realise She takes it all the wrong way  My girl's mad at me We argued just the other night I thought we'd got it straight We talked and talked until it was light  I thought we'd agreed I thought we'd talked it out Now when I try to speak She says that I don't care She says I'm unaware And now she says I'm weak"
"Madness","Madness","1979","Ska","Madness madness they call it madness Madness madness they call it madness It's plain to see That is what they mean to me Madness madness they call it gladness ha-ha  Madness madness they call it madness Madness madness they call it madness I'm about to explain A-that someone is losing their brain Hey madness madness they call it gladness yee-ha-ha  Propaganda ministers Propaganda ministers I've a-got a heavy due I'm gonna walk all over you 'Cause  Madness madness they call it madness Well if this is madness Then I know I'm filled with gladness It's gonna be rougher It's gonna be tougher pa-da-da pa-da-da But I won't be the one who's gonna suffer Oh no I won't be the one who's gonna suffer You are gonna be the one a-you..."
"Madness","Embarrassment","1980","Ska","Received a letter just the other day Don't seem they wanna know you no more They've laid it down given you their score Within the first two lines it bluntly read ""You're not to come and see us no more Keep away from our door Don't come 'round here no more What on earth did you do that for?"" Our aunt she don't wanna know she says ""What will the neighbours think they'll think We don't that's what they'll think we don't"" But I will cause I know they think I don't Our uncle he don't wanna know he says ""We are a disgrace to the human race"" he says ""How can you show your face When you're a disgrace to the human race?"" No commitment you're an embarrassment Yes an embarrassment a living endorsement The intention that you have booked Was an intention that was overlooked They say ""Stay away Don't want you home today Keep away from our door Don't come 'round here no more"" Our dad don't wanna know he says ""This is a serious matter Too late to reconsider No one's gonna wanna know ya"" Our mum she don't wanna know she says ""I'm feelin' twice as old"" she says ""Thought she had a head on her shoulder Cause I'm feelin' twice as older I'm feelin' twice as older"" You're an embarrassment"
"Madness","Michael Caine","1984","Ska","If there's one thing worse than a murderer it's a dirty rotten stinking grass. And that goes for litterbugs as well. Ta-ra...  We'll get ya ya ya We'll get ya ya ya I am Michael Caine  He's walking – where? I'm afraid I don't know I see the firemen jumping from the windows There's panic and I hear somebody scream (Aah!)  He picks up useless paper and puts it in my pocket I'm trying very hard to keep my fingers clean I can't remember tell me – what's his name? My name is Michael Caine  And all I wanted was a word Or photograph to keep at home And all I wanted was a word Or photograph to keep  The sun is laughing it's another broken morning I see a shadow and call out to try and warn him He didn't seem to hear just turned away  The quiet fellow follows points his fingers straight at you He had to sacrifice his pride yes Throw it all away  I am Michael Caine  And all I wanted was a word Or photograph to keep at home And all I wanted was a word Or photograph to keep  His days are numbered he walks round and round in circles There is no place he can ever call his own He seems to jump at the sound of the phone  Staring out the window there's nothing he can now do All he wanted was to remain sane He can't remember his own name My name is Michael Caine  And all I wanted was a word Or photograph to keep at home And all I wanted was a word Or photograph to keep And all I wanted was a word Or photograph to keep at home And all I wanted was a word Or photograph to keep  And all I wanted was a word Or photograph to keep at home And all I wanted was a word Or photograph to keep And all I wanted was a word Or photograph to keep at home And all I wanted was a word I think we got it there don't you?"
"Madness","Never Knew Your Name","2012","Ska","It was very late in the discoteque I was feeling blue as I sometimes do I turned around it was time to go A face in the crowd a face I didn't know We got to talking for a little while You said its not the sort of thing you usually do Talking to strangers so late in the night These days you never know Well I thought you were nice I even told you so But you smiled so shyly and said to me I bet you say that to all the girls you meet But it isn't so Yes the club was closing so we had to leave We walked out together just a little ill at ease I would have liked to have walked you home But you said you'd catch the bus so I ended up alone I never knew your name nor your telephone number Will I ever see you again? I wonder? It wasn't any longer than an hour or two That lonely street I said goodbye to you You glanced back at me as I turned the corner Was the last I saw of you Oh I wanted to call call out your name But stupid pride an idiot's shame Hesitated scared of playing the fool So you walked away from Mr Cool I never knew your name nor your telephone number Will I ever see you again? I wonder? No I never knew your name nor your telephone number Will I ever see you again? Oh girl I wonder? It was very late in the disco tech I was feeling blue as I sometimes do I thought you were nice I told you so But I ended up alone No I never knew your name nor your telephone number Will I ever see you again? Girl I wonder? It's so very late in the disco tech and I'm feeling blue As I always do I turn around 'cause its time to go"
"Madness","Lovestruck","1999","Ska","Staggering home the headlights throw a shadow up and upon Friends and loved-ones that have done no wrong But no longer mean anything to me  Oh am I mumbling on into a crystal glass that echoes a song? The enticement invites you along A path of exterior colour  But come the morning shivering and contorting To border on the brink for just another sink - oh take me down For one more round Oh involve me in libations stick a rock in my foundation Pickle my relations put me on probation - Oh I'll take you down For one last round  Oh Lovestruck I've fallen for a lamppost Giving her my utmost spilling out my deepest feelings Lovestruck I've fallen for a lamppost Giving her my utmost spilling out my deepest feelings Now all I want to do is snuggle up to you A night-cap in the early morning dew  Look what have I become? Distancing myself so far and from But gazing up I wave the night boat on For now it's heaven in deepest Tottenham  Oh what have I done to deserve this fate? It's all gone wrong Even my cab fares has been and gone And now I'm lagging in deepest Tottenham  But come the morning shivering and contorting To border on the brink for just another sink - oh take me down For one more round  Yeah Lovestruck I've fallen for a lamppost Giving her my utmost spilling out my deepest feelings Lovestruck I've fallen for a lamppost Giving her my utmost spilling out my deepest feelings  Frightening frightening strike me down with lightning I've given in to fighting Now all I want to do is get closer to you A night-cap in the early morning dew  Oh Lovestruck I've fallen for a lamppost Giving her my utmost spilling out my deepest feelings Lovestruck I've fallen for a lamppost Giving her my utmost spilling out my deepest feelings Lovestruck I've fallen for a lamppost I'm giving it my utmost I've fallen for a lamppost With my deepest feelings Now all I want to do is snuggle up to you A night-cap in the early morning dew"
"Madness","The Prince","1979","Ska","Buster he sold the heat With a rock-steady beat An earthquake is erupting But not in Orange Street A ghost-dance is preparing You got to help us with your feet If you're not in the mood to dance Step back grab yourself a seat This may not be uptown Jamaica But we promise you a treat Buster bowl me over with your bogus dance Shuffle me off my feet Even if I kept on runnin' I'd never get to Orange Street So I set it up myself to say For the man who set the beat So I'll leave it up to you out there To get him back on his feet Buster bowl me over with your bogus dance Shuffle me off my feet Even if I kept on runnin' I'd never get to Orange Street Bring back the Who is the We want the Bring back the Prince..."
"Madness","Shut Up","1981","Ska","I tell you I didn't do it cause I wasn't there Don't blame me it just isn't fair You listen to their side now listen to mine Can't think of a story sure you'll find me sometime  Now pass the blame and don't blame me Just close your eyes and count to three (One two three) Then I'll be gone and you'll forget The broken window T.V. set It wasn't me either I'm just his mate He told me to stand here and watch the gate I've got a wife and three kids you know They'll tell you I'm straight at least I think so I'm as honest as the day is long The longer the daylight the less I do wrong  Now pass the blame and don't blame me Just close your eyes and count to three (One two three) Then I'll be gone and you'll forget The broken window T.V. set Pass the blame and don't blame me Just close your eyes and count to three (One two three) Then I'll be gone and I'll forget That what you give is what you get..."
"Reel Big Fish","Beer","1996","Ska","She called me late last night to say she loved me so It didn't matter anymore I say she never cared And that she never will I'd do it all again I guess I'll have to wait until then  And if I get drunk well I'll pass out On the floor now baby You won't bother me no more And if you're drinkin' well you know That you're my friend and I say I think I'll have myself a beer  She called me late last night to say she loved me so But I guess she changed her mind Well I should have known it wouldn't be all right But I can't live without her So I won't even try...  And if I get drunk well I'll pass out On the floor now baby You won't bother me no more And if you're drinkin' well you know That you're my friend and I say I think I'll have myself a beer  Maybe some day I'll think of what to say Maybe next time I'll remember what to do She looks like heaven maybe this is hell Said she'd do it all again she'd promise not to tell!  And if I get drunk well I'll pass out On the floor now baby You won't bother me no more She said It's okay boy cause you know We'll be good friends and I say I think I'll have myself a beer I think I'll have myself a beer Woooooooooooh Woooooooooooh Woooooooooooh Yeah yeah yeah Uh huh huh Uh huh huh"
"Reel Big Fish","Sell Out","1996","Ska","""Well I know you can't work in fast food all your life But don't sign that paper tonight"" she said But it's too late And I don't remember what I read Don't remember what they said I guess it doesn't matter Guess it doesn't matter anymore  You're gonna go to the record store You're gonna give 'em all your money Radio plays what they want you to hear Tell me it's cool I just don't believe it  Sell out with me oh yeah Sell out with me tonight The record company's gonna give me lots of money And everything's gonna be all right  No more flippin' burgers puttin' on my silly hat You know I don't want that no more And I didn't ask when we'd get paid I quit my day job anyway I guess it doesn't matter Guess it doesn't matter anymore  'Cause you're gonna go to the record store You're gonna give 'em all your money Radio plays what they want you to hear Tell me it's cool I just don't believe it  Sell out with me oh yeah Sell out with me tonight The record company's gonna give me lots of money And everything's gonna be  And I don't think it'll be so bad And I know it won't be so bad 'Cause the man said ""That's the way it is"" And the man said ""It don't get better than this"" No no no  So I signed on to the record company They say they're gonna give me lots of money If I play what they want you to hear Tell me it's cool and I'll sure believe it  Sell out with me oh yeah Sell out with me tonight The record company's gonna give me lots of money And everything's gonna be alright  Yeah yeah yeah yeah yeah The record company's gonna make everything alright ""Baby don't you sign that paper tonight"" she said ""But I can't work in fast food all my life"""
"Reel Big Fish","Another F.U. Song","2007","Ska","Hey kids it's time to use the F-word! Fuck (fuck fuck fuck) living fuck dying Fuck laughing fuck crying Fuck cursing but mostly fuck you Fuck love hate and friends Fuck following trends Fuck this song can't wait 'til it ends Fuck everything But fuck you the most Fuck everyone But fuck you the most With a big rusty pole Or a splintery post Yeah fuck you the most Fuck you Fuck old school fuck new school Fuck not cool fuck too cool Fuck hip and ironically lame Fuck giving advice Fuck trying to be nice Fuck you and you know who you are Fuck everything But fuck you the most Fuck everyone But fuck you the most With a big rusty pole Or a splintery post Yeah fuck you the most Fuck you fuck you fuck you fuck you Fuck you fuck you fuck you fuck you Fuck you fuck you fuck you Fuck yeah fuck you! Fuck you"
